78 4854
4 61 6882
6 58 3545
11 78 5684
9 34 2954
58 73 35
33 41 3142
9 1 3703
2 69 1642
59 4 763
44 77 8630
25 72 4371
16 20 9505
3 11 3048
20 6 2659
76 35 2401
33 48 5778
51 37 1500
54 20 4210
51 59 6749
23 42 9664
65 17 7510
27 55 8347
51 40 9134
44 39 3400
46 6 8419
38 35 1621
5 73 2071
43 58 3324
59 25 2357
59 47 2998
37 52 1102
10 46 2097
56 19 8178
34 58 747
67 60 6523
59 3 3035
56 20 8063
24 27 1507
5 73 7781
30 15 6312
63 60 7117
2 2 7521
50 30 106
74 35 6299
51 48 1556
6 56 2961
15 3 1661
68 75 1050
52 58 1951
63 9 6778
32 74 7380
77 73 5787
18 45 5448
18 34 9606
24 57 8385
16 14 2010
54 69 7092
74 26 9646
39 72 9776
27 15 8126
23 14 1137
39 25 522
71 47 7377
63 6 253
61 66 1215
60 67 9495
22 60 1768
38 7 4637
28 63 3468
63 68 1546
24 58 7411
40 47 4989
61 22 8931
53 7 917
53 37 4139
9 10 7684
30 6 3095
72 71 1607
2 46 8191
12 35 904
22 32 12
65 41 2169
39 26 44
77 33 9602
28 13 5494
65 20 1910
27 17 1344
6 12 5744
20 24 8629
36 25 2972
58 37 2000
9 42 3403
40 37 4289
63 50 4929
8 52 7431
60 42 3691
68 4 322
9 43 8983
57 25 1682
42 48 3735
53 2 3986
41 43 6243
58 9 666
30 51 9442
2 14 1573
13 18 1626
45 40 5729
37 63 1939
4 50 3193
11 7 4493
27 39 1343
27 50 852
61 21 4971
2 59 2007
42 14 334
12 35 733
15 16 8313
41 62 8645
70 55 451
53 27 4594
35 44 5902
48 25 2150
2 60 2480
74 24 3002
54 1 2187
78 56 4436
13 14 1368
29 40 4226
26 73 370
54 26 3265
7 56 1649
21 27 6370
52 48 8744
3 43 3222
43 74 4352
35 58 654
51 9 955
16 16 2408
68 50 2017
47 74 7408
65 56 9841
45 19 459
46 8 6437
19 39 4549
16 35 8355
40 7 4476
46 54 6193
30 1 4405
20 66 4265
12 61 1674
51 20 9651
75 46 4999
23 69 631
18 62 5990
6 18 8999
14 41 8068
69 50 4904
7 27 203
67 66 5258
12 23 5659
59 17 2313
67 14 1887
67 14 6638
29 43 4181
39 31 9336
74 55 7515
66 28 4015
76 76 3290
39 67 1837
53 18 887
56 38 9733
44 14 5269
30 77 2425
74 14 7450
75 5 3066
14 41 7635
24 63 2238
73 15 3249
57 25 5149
1 44 5906
70 29 6174
33 71 1965
51 71 6087
62 12 5383
21 42 5080
21 75 9859
45 19 7229
20 3 7041
61 42 9439
47 14 2494
67 7 6679
73 76 8237
62 35 7645
1 33 2648
22 32 2272
36 8 1641
29 10 1512
27 28 8794
24 43 3935
26 59 6766
74 25 3987
48 35 4639
77 32 724
12 40 5064
29 74 2791
3 4 3584
17 6 4021
24 11 7735
23 39 4770
47 34 3020
10 62 5387
8 28 6123
72 23 2720
30 32 2359
11 66 1176
6 64 3388
51 77 4824
68 43 1844
48 45 7963
47 7 5032
41 1 6954
59 30 7286
78 56 9175
32 77 8657
40 21 1175
72 35 9908
9 3 6527
38 38 6054
65 59 721
3 40 1371
70 48 9894
10 32 1409
72 31 6020
6 35 569
74 17 4726
38 48 3633
50 31 9716
76 60 4391
56 68 9135
71 10 3385
9 66 7416
31 75 2278
17 52 4673
17 29 1545
66 4 3350
72 75 1406
39 38 2301
12 19 7563
10 60 3216
9 12 9363
74 62 9880
7 61 8914
6 23 8303
38 37 6889
9 60 3328
43 50 2830
49 47 5487
18 7 3515
61 60 2500
26 62 4787
27 40 9339
17 71 9734
58 14 9182
18 70 5067
8 30 1561
32 28 1067
65 54 6596
75 64 3417
4 32 6136
64 5 7269
42 43 1438
47 5 7872
21 30 9416
73 24 5000
30 76 1434
61 60 8723
52 32 3369
24 21 6763
77 26 6654
12 44 3983
